0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 2, 2, 2, 2, 4, 4, 4, 6, 6, 6, 9, 9, 10, 12, 13, 15, 17, 19, 19, 21, 21, 21, 21, 21, 22, 23, 23, 24, 25, 27, 27, 27, 27, 28, 27, 27, 27, 27, 28, 29, 29, 29, 29, 30, 32, 32, 32, 36, 39, 40, 44, 43, 44, 47, 49, 50, 50, 50, 51, 51, 51, 54, 54, 55, 55, 55, 55, 55, 55, 55, 55, 55, 55, 55, 55, 55, 56, 57, 57, 62, 62, 62, 62, 63, 63, 63, 63, 63, 63, 63, 63, 66, 66, 66, 66, 67, 69, 68, 70, 76, 80, 82, 82, 82, 82, 84, 83, 91, 93, 94, 95, 97, 98, 99, 105, 112, 114, 115, 116, 117, 122, 124, 128, 128, 128, 129, 132, 132, 132, 133, 134, 136, 138, 141, 148, 151, 154, 155, 157, 160, 162, 161

